Monetary,Frequency,Recency,monetary_score,frequency_score,recency_score,rfm_score,cust_no
71036.21,6.0,0,3,4,4,11,0x3b9b1c0a
1430.4,1.0,35,1,2,2,5,0xb2d6ce3a
350581.55,3.0,0,4,4,4,12,0xb2d4f5f4
600000.0,3.0,5,4,4,3,11,0xb2d9e868
21376.28,3.0,0,2,4,4,10,0xb2d0a0de
51106.2,4.0,2,2,4,4,10,0xb2d25ea6
91.46,1.0,14,1,2,3,6,0xb2d2deb2
107655.02,3.0,208,3,4,1,8,0xb2d1ae02
11.53,1.0,7,1,2,3,6,0xb2d6fc43
669254.73,4.0,30,4,4,2,10,0xb2d172ea
60002.53,2.0,42,3,3,2,8,0xb2d40183
500057.4,2.0,0,4,3,4,11,0xb2d9b5bc
64.72,1.0,25,1,2,2,5,0xb2d1c688
150619.24,2.0,73,3,3,1,7,0xb2d5bd6f
1579.67,1.0,21,1,2,2,5,0xb2d2e1e2
300006.33,3.0,18,3,4,2,9,0xb2d9c65d
124649.03,2.0,62,3,3,2,8,0xb2d170d9
10903.11,1.0,3,2,2,4,8,0xb2d43bc5
2758.97,1.0,60,1,2,2,5,0xb2d210fc
81.31,1.0,68,1,2,1,4,0xb2d5689a
220002.97,7.0,10,3,4,3,10,0xb2d18237
22000.0,2.0,6,2,3,3,8,0xb2d9701d
111586.77,3.0,0,3,4,4,11,0xb2d59eeb
696140.8,7.0,8,4,4,3,11,0xb2d6c606
300328.41,2.0,3,4,3,4,11,0xb2d6d993
200119.39,3.0,10,3,4,3,10,0xb2d27647
5738.83,1.0,21,2,2,2,6,0xb2d33fb7
180505.13,4.0,5,3,4,3,10,0xb2d921bf
846324.27,14.0,0,4,4,4,12,0xb2d22352
337215.02,17.0,18,4,4,2,10,0xb2d0b459
75672.83,1.0,1,3,2,4,9,0xb2d45e5d
93687.45,2.0,11,3,3,3,9,0xb2d0e779
0.0,1.0,6,1,2,3,6,0xb2d3c951
2841.51,1.0,184,1,2,1,4,0xb2d4f69f
232920.07,5.0,0,3,4,4,11,0xb2d1526b
2.04,1.0,90,1,2,1,4,0xb2d7699a
155849.64,3.0,14,3,4,3,10,0xb2d9a157
1066851.32,8.0,31,4,4,2,10,0xb2d06baf
201163.03,4.0,32,3,4,2,9,0xb2d9155f
100340.55,5.0,0,3,4,4,11,0xb2d93440
1.67,1.0,21,1,2,2,5,0xb2d96091
846013.24,7.0,0,4,4,4,12,0xb2d58e39
60.27,1.0,13,1,2,3,6,0xb2d20e4b
2331.66,1.0,45,1,2,2,5,0xb2d8fb5b
74.41,1.0,6,1,2,3,6,0xb2d1aa33
403823.25,2.0,4,4,3,4,11,0xb2d69a26
400.01,1.0,18,1,2,2,5,0xb2d2f461
110763.81,3.0,21,3,4,2,9,0xb2d64adf
862708.46,3.0,2,4,4,4,12,0xb2d635ee
2674.43,1.0,16,1,2,2,5,0xb2d2ff7f
1606.53,1.0,1,1,2,4,7,0xb2d33d97
84021.88,3.0,18,3,4,2,9,0xb2d7d1c7
432956.96,11.0,0,4,4,4,12,0x3b9ae4ab
2466.15,1.0,2,1,2,4,7,0xb2d2b5cb
193.93,1.0,42,1,2,2,5,0xb2d98073
12.68,1.0,12,1,2,3,6,0xb2d2c791
704162.4,3.0,0,4,4,4,12,0x3b9b2fa0
541425.2,1.0,6,4,2,3,9,0xb2d4606a
3910251.0,3.0,22,4,4,2,10,0xb2d95397
1104.47,2.0,73,1,3,1,5,0xb2d51290
73000.0,5.0,2,3,4,4,11,0xb2d984d4
60000.0,2.0,3,3,3,4,10,0xb2d97957
34.23,1.0,37,1,2,2,5,0xb2d64980
331012.88,4.0,63,4,4,2,10,0xb2d230e5
1129136.84,12.0,4,4,4,4,12,0xb2d16848
48.35,1.0,8,1,2,3,6,0xb2d3b3b4
165371.15,4.0,0,3,4,4,11,0xb2d34d55
300003.17,3.0,10,3,4,3,10,0xb2d960c8
15064.35,2.0,0,2,3,4,9,0xb2d548d9
829232.48,8.0,62,4,4,2,10,0xb2d3790b
2574.72,1.0,11,1,2,3,6,0xb2d6aaf5
95.06,1.0,2,1,2,4,7,0xb2d34839
53014.55,1.0,36,3,2,2,7,0xb2d9fa3b
11047.59,1.0,184,2,2,1,5,0xb2d5d973
6834.05,1.0,184,2,2,1,5,0xb2d2e124
27111.25,1.0,0,2,2,4,8,0xb2d520ff
280000.0,3.0,0,3,4,4,11,0xb2d52da3
968.71,1.0,18,1,2,2,5,0xb2d55220
760000.94,3.0,22,4,4,2,10,0xb2d90c5f
55280.72,2.0,136,3,3,1,7,0xb2d227e0
42.62,1.0,28,1,2,2,5,0xb2d2bd80
0.0,1.0,3,1,2,4,7,0xb2d6b368
63.81,1.0,184,1,2,1,4,0xb2d2fca2
930059.85,5.0,33,4,4,2,10,0xb2d34d01
5313.24,1.0,10,2,2,3,7,0xb2d6efd4
476.26,1.0,11,1,2,3,6,0xb2d247be
2480.53,1.0,83,1,2,1,4,0xb2d61ebd
1603.58,1.0,28,1,2,2,5,0xb2d6c4f9
1980.84,1.0,184,1,2,1,4,0xb2d06b96
1642.37,1.0,6,1,2,3,6,0xb2d44147
301266.4,2.0,0,4,3,4,11,0xb2d169a8
63439.45,1.0,15,3,2,3,8,0xb2d28373
405686.95,2.0,147,4,3,1,8,0xb2d906ef
8754.91,1.0,10,2,2,3,7,0xb2d92c33
801566.72,8.0,48,4,4,2,10,0xb2d5de78
380668.27,2.0,0,4,3,4,11,0xb2d28fe4
50.82,1.0,53,1,2,2,5,0xb2d52438
100000.0,2.0,3,3,3,4,10,0xb2d974b0
50001.53,2.0,140,2,3,1,6,0xb2d6424d
97378.23,3.0,13,3,4,3,10,0xb2d957e3
2015688.72,6.0,0,4,4,4,12,0xb2d5bda1
2486.31,1.0,235,1,2,1,4,0xb2d43828
40011.21,2.0,4,2,3,4,9,0xb2d0f816
310009.82,2.0,95,4,3,1,8,0xb2d971f3
410440.43,3.0,39,4,4,2,10,0xb2d1a9cf
4807.37,1.0,2,2,2,4,8,0xb2d9369f
23.83,1.0,92,1,2,1,4,0xb2d4de96
406239.08,7.0,14,4,4,3,11,0xb2d0bd48
52074.33,2.0,167,2,3,1,6,0xb2d43531
5334.56,1.0,63,2,2,2,6,0xb2d44680
3663.94,1.0,88,2,2,1,5,0xb2d62ab3
200140.3,2.0,11,3,3,3,9,0xb2da0f85
501166.02,3.0,11,4,4,3,11,0xb2d93257
3893.97,1.0,0,2,2,4,8,0xb2d5e53b
818109.37,7.0,70,4,4,1,9,0x3b9adb40
811.51,1.0,12,1,2,3,6,0xb2d19665
100077.23,3.0,60,3,4,2,9,0xb2d1a917
40017.21,1.0,1,2,2,4,8,0xb2d6908c
650006.33,4.0,24,4,4,2,10,0xb2d94504
600000.0,2.0,0,4,3,4,11,0xb2d97e2c
55012.76,2.0,45,3,3,2,8,0xb2d251c9
310014.82,6.0,27,4,4,2,10,0xb2d33d38
200156.29,3.0,18,3,4,2,9,0xb2d0a2b6
1.8,1.0,25,1,2,2,5,0xb2d4f15a
113252.47,1.0,0,3,2,4,9,0xb2d9c9dc
250007.94,2.0,256,3,3,1,7,0xb2d6c8e0
4190.98,1.0,16,2,2,2,6,0xb2d8c5d2
779017.66,10.0,1,4,4,4,12,0xb2d1c43d
3384.57,1.0,13,2,2,3,7,0xb2d2e75e
1498261.48,5.0,35,4,4,2,10,0xb2d277f7
18465.19,1.0,4,2,2,4,8,0xb2d6f345
150050.22,11.0,18,3,4,2,9,0xb2d3bc76
781.24,2.0,12,1,3,3,7,0xb2d09fc0
403554.86,3.0,0,4,4,4,12,0xb2d6988b
33118.19,1.0,184,2,2,1,5,0xb2d61621
704571.68,2.0,0,4,3,4,11,0xb2d4042d
840592.85,7.0,52,4,4,2,10,0xb2d1963f
0.0,1.0,4,1,2,4,7,0xb2d33462
20277.21,1.0,299,2,2,1,5,0xb2d60df5
10043.97,1.0,29,2,2,2,6,0xb2d91bda
1862.56,1.0,1,1,2,4,7,0xb2d12ccf
1537.88,1.0,1,1,2,4,7,0xb2d91a47
460008.88,2.0,25,4,3,2,9,0xb2d7877a
60055.88,3.0,11,3,4,3,10,0xb2d78af6
140597.72,5.0,45,3,4,2,9,0xb2d682dd
1948.2,1.0,48,1,2,2,5,0xb2d15ef7
625.64,1.0,13,1,2,3,6,0xb2d8de16
30150.47,2.0,26,2,3,2,7,0xb2d20059
10013.73,1.0,6,2,2,3,7,0xb2d64d22
453031.32,4.0,20,4,4,2,10,0xb2d9527a
950000.26,11.0,5,4,4,3,11,0xb2d62458
41002.13,2.0,7,2,3,3,8,0xb2d960af
364703.98,4.0,42,4,4,2,10,0xb2d27361
915785.13,3.0,54,4,4,2,10,0xb2d3c9e9
8865.13,1.0,3,2,2,4,8,0xb2d3f2e9
125000.0,2.0,1,3,3,4,10,0xb2d93016
236001.46,2.0,5,3,3,3,9,0xb2d650c3
162.43,1.0,19,1,2,2,5,0xb2d9672c
9.82,1.0,7,1,2,3,6,0xb2d6eb47
465281.64,20.0,1,4,4,4,12,0xb2d6e13a
1000065.74,3.0,92,4,4,1,9,0xb2d503b8
51231.16,2.0,60,2,3,2,7,0xb2d6983b
382910.94,10.0,0,4,4,4,12,0x3b9b26dc
12497.33,1.0,14,2,2,3,7,0xb2d9c993
40726.89,1.0,184,2,2,1,5,0xb2d2c136
5009484.16,1.0,162,4,2,1,7,0xb2d6f097
4328.95,1.0,11,2,2,3,7,0xb2d99a5c
750105.0,8.0,0,4,4,4,12,0xb2d67d66
956849.55,8.0,0,4,4,4,12,0xb2d51287
479834.09,9.0,0,4,4,4,12,0x3b9af171
287.96,1.0,13,1,2,3,6,0xb2d26498
109404.73,3.0,0,3,4,4,11,0xb2d171a3
3516153.86,7.0,18,4,4,2,10,0xb2d23e5e
6627.03,1.0,0,2,2,4,8,0xb2d3bc5b
910761.84,4.0,0,4,4,4,12,0xb2d330c5
10.74,1.0,60,1,2,2,5,0xb2d129d7
8250.98,1.0,0,2,2,4,8,0xb2d6b8db
950000.0,12.0,1,4,4,4,12,0xb2d5923c
150000.0,2.0,3,3,3,4,10,0xb2d6176d
34150.64,1.0,92,2,2,1,5,0xb2d52527
10111.83,3.0,92,2,4,1,7,0xb2d18361
170589.92,5.0,0,3,4,4,11,0xb2d54f60
25003.59,2.0,108,2,3,1,6,0xb2d56fce
200013.68,4.0,47,3,4,2,9,0xb2d564e0
62547.07,2.0,4,3,3,4,10,0xb2d065ea
10123.97,1.0,7,2,2,3,7,0xb2d6bb6b
0.0,1.0,4,1,2,4,7,0xb2d92e68
51016.26,1.0,92,2,2,1,5,0xb2d5902f
120001.27,2.0,21,3,3,2,8,0xb2da1a10
157690.55,2.0,1,3,3,4,10,0xb2d28abe
102642.56,1.0,1,3,2,4,9,0xb2d3316a
30000.23,2.0,1,2,3,4,9,0xb2da1e3b
8315.49,1.0,0,2,2,4,8,0xb2d906b3
368614.32,1.0,2,4,2,4,10,0xb2d6ed25
291372.28,4.0,3,3,4,4,11,0xb2d21139
1002104.64,9.0,18,4,4,2,10,0xb2d1a46a
2000000.0,1.0,0,4,2,4,10,0xb2da6922
41476.34,1.0,11,2,2,3,7,0xb2d2a3e5
1609.75,1.0,92,1,2,1,4,0x3b9b3427
178008.9,4.0,15,3,4,3,10,0xb2d16a27
2005.91,1.0,57,1,2,2,5,0xb2d5cf4b
50046.12,2.0,76,2,3,1,6,0xb2d155c7
50001.06,2.0,199,2,3,1,6,0xb2d69945
115594.08,3.0,171,3,4,1,8,0xb2d323e6
724503.92,4.0,47,4,4,2,10,0xb2d44289
4095.85,1.0,92,2,2,1,5,0xb2d3925f
500193.23,2.0,62,4,3,2,9,0xb2d176f9
48.67,1.0,42,1,2,2,5,0xb2d63822
15000209.56,4.0,11,4,4,3,11,0xb2da2f32
140470.53,2.0,25,3,3,2,8,0xb2d86814
3039.42,1.0,9,2,2,3,7,0xb2d2c3ee
52000.93,3.0,48,2,4,2,8,0xb2d910d3
1750257.17,15.0,10,4,4,3,11,0x3b9b1811
3775.99,1.0,18,2,2,2,6,0xb2d60b86
203062.71,2.0,103,3,3,1,7,0xb2d6370f
28.59,1.0,155,1,2,1,4,0xb2d279eb
160457.79,2.0,92,3,3,1,7,0xb2d98068
5776.46,1.0,16,2,2,2,6,0xb2d0b4d5
606754.59,3.0,189,4,4,1,9,0xb2d1b76d
24421.93,1.0,0,2,2,4,8,0xb2d8eacc
2130000.0,1.0,1,4,2,4,10,0xb2da5de8
1760.41,1.0,9,1,2,3,6,0xb2d2e61d
30890.61,2.0,0,2,3,4,9,0xb2d38e65
55648.61,2.0,11,3,3,3,9,0xb2d0f744
276106.88,5.0,130,3,4,1,8,0xb2d4232c
200710.43,2.0,41,3,3,2,8,0xb2d9f01e
20.32,1.0,2,1,2,4,7,0xb2d91cf1
50070.97,2.0,69,2,3,1,6,0xb2d6895e
50007.29,2.0,80,2,3,1,6,0xb2d08fab
10000.11,2.0,66,2,3,2,7,0xb2d8f2f8
240860.22,2.0,50,3,3,2,8,0xb2d3d592
455000.83,3.0,15,4,4,3,11,0xb2d90bd7
103000.0,2.0,1,3,3,4,10,0xb2d5a95a
224.44,1.0,30,1,2,2,5,0xb2d251d2
155.84,1.0,3,1,2,4,7,0xb2d4f742
0.22,1.0,67,1,2,1,4,0xb2d52911
1043258.44,2.0,7,4,3,3,10,0xb2d0cb5e
337040.05,2.0,58,4,3,2,9,0xb2d783dc
2627.06,1.0,92,1,2,1,4,0xb2d38ad5
151005.53,2.0,4,3,3,4,10,0xb2d6ac3c
150002.49,2.0,6,3,3,3,9,0xb2d966bf
2300180.18,2.0,108,4,3,1,8,0xb2d48082
4951.06,1.0,1,2,2,4,8,0xb2d6cb03
1351.25,1.0,184,1,2,1,4,0xb2d270a3
487261.77,3.0,0,4,4,4,12,0xb2d0857e
106198.37,1.0,7,3,2,3,8,0xb2d4d039
120000.0,1.0,0,3,2,4,9,0xb2da6a64
1.54,1.0,10,1,2,3,6,0xb2d354a1
44.31,1.0,75,1,2,1,4,0xb2d43840
3201.89,1.0,21,2,2,2,6,0xb2d91345
24.87,1.0,34,1,2,2,5,0xb2d977ed
466.6,1.0,12,1,2,3,6,0xb2d237b0
360017.46,9.0,6,4,4,3,11,0xb2d07689
159003.75,5.0,11,3,4,3,10,0xb2d9ba33
1785624.58,6.0,0,4,4,4,12,0xb2d18589
450024.81,3.0,62,4,4,2,10,0xb2d9afd2
27099.32,1.0,20,2,2,2,6,0xb2d60993
583032.72,6.0,1,4,4,4,12,0xb2d5987a
330061.74,2.0,98,4,3,1,8,0xb2d1b1af
307903.73,4.0,80,4,4,1,9,0xb2d0d2c1
32749.99,1.0,0,2,2,4,8,0xb2d6d5a3
11205.34,1.0,29,2,2,2,6,0xb2d6b7c3
290068.26,5.0,77,3,4,1,8,0xb2d3a44a
1703.9,1.0,265,1,2,1,4,0xb2d6b99a
107640.24,2.0,167,3,3,1,7,0xb2d34f08
377135.01,1.0,4,4,2,4,10,0xb2d3451a
160011.14,3.0,5,3,4,3,10,0xb2d57398
2936.73,1.0,13,2,2,3,7,0xb2d261e5
420477.01,2.0,5,4,3,3,10,0xb2d96ffc
422.62,1.0,20,1,2,2,5,0xb2d55443
121894.6,2.0,0,3,3,4,10,0xb2d0cdbb
506.75,1.0,0,1,2,4,7,0xb2d5c869
504976.72,3.0,0,4,4,4,12,0xb2d1e0fd
420729.99,6.0,18,4,4,2,10,0xb2d62865
460627.54,3.0,39,4,4,2,10,0xb2d33b8d
1150000.39,6.0,6,4,4,3,11,0xb2d64741
56021.38,1.0,4,3,2,4,9,0xb2d975d6
301624.9,3.0,22,4,4,2,10,0xb2d6cbc5
21490.41,2.0,0,2,3,4,9,0xb2d0cb9b
527226.07,7.0,1,4,4,4,12,0xb2d11d98
956754.84,2.0,8,4,3,3,10,0xb2d3f968
5.57,1.0,93,1,2,1,4,0xb2d6094d
303197.78,2.0,34,4,3,2,9,0xb2d8a654
1152481.35,11.0,8,4,4,3,11,0xb2d48b5e
4985.08,1.0,6,2,2,3,7,0xb2d2a9bd
62708.06,2.0,82,3,3,1,7,0xb2d63d1f
6854.04,1.0,92,2,2,1,5,0xb2d1717e
92466.67,3.0,42,3,4,2,9,0xb2d51c92
36669.97,1.0,20,2,2,2,6,0xb2d12c8a
40686.25,1.0,14,2,2,3,7,0xb2d919c4
140016.01,2.0,5,3,3,3,9,0x3b9b4118
214239.3,2.0,214,3,3,1,7,0xb2d23bd0
777604.26,4.0,32,4,4,2,10,0xb2d57399
172548.46,3.0,27,3,4,2,9,0xb2d6a4f4
262098.74,9.0,0,3,4,4,11,0xb2d065fb
212596.19,2.0,9,3,3,3,9,0xb2d31605
904727.89,4.0,3,4,4,4,12,0xb2d2d2b3
102104.78,2.0,59,3,3,2,8,0xb2d56076
540.43,1.0,6,1,2,3,6,0xb2d2771c
480066.35,8.0,0,4,4,4,12,0xb2d17bc5
74149.51,2.0,87,3,3,1,7,0xb2d390f8
500052.79,2.0,14,4,3,3,10,0xb2d7c83b
458269.82,3.0,18,4,4,2,10,0x3b9b4293
220001.05,3.0,10,3,4,3,10,0xb2d925bf
557263.74,5.0,31,4,4,2,10,0xb2d5d5c6
192.14,1.0,37,1,2,2,5,0xb2d7f002
200008.44,2.0,83,3,3,1,7,0xb2d8ce49
50000.53,2.0,49,2,3,2,7,0xb2d9d5f2
628164.53,13.0,8,4,4,3,11,0xb2d49fa4
3286.0,1.0,113,2,2,1,5,0xb2d0fb8b
12560.24,1.0,4,2,2,4,8,0xb2d801e3
11154.73,1.0,6,2,2,3,7,0xb2d382ad
65000.0,2.0,0,3,3,4,10,0xb2d1ba25
62470.54,2.0,228,3,3,1,7,0xb2d2c54e
1109.16,1.0,92,1,2,1,4,0xb2d1a60e
770.6,1.0,0,1,2,4,7,0xb2d2ad05
129539.7,8.0,0,3,4,4,11,0xb2d1e71f
53706.02,2.0,154,3,3,1,7,0xb2d0e622
158066.92,6.0,55,3,4,2,9,0xb2d14a26
300049.76,2.0,3,3,3,4,10,0xb2d415a2
161002.02,6.0,60,3,4,2,9,0xb2d51932
320000.0,2.0,10,4,3,3,10,0xb2da0a50
4325.21,1.0,6,2,2,3,7,0xb2d4fd6f
300016.83,2.0,32,3,3,2,8,0xb2d27aa5
563.32,1.0,82,1,2,1,4,0xb2d16e8d
467512.68,2.0,5,4,3,3,10,0xb2d31459
490029.09,2.0,92,4,3,1,8,0xb2d6438b
102946.67,2.0,87,3,3,1,7,0xb2d5dcd1
1050023.46,5.0,10,4,4,3,11,0xb2d5018d
320869.93,5.0,6,4,4,3,11,0xb2d4e714
150006.62,2.0,122,3,3,1,7,0xb2d6482c
872088.47,6.0,32,4,4,2,10,0xb2d5a575
6609.91,1.0,5,2,2,3,7,0xb2d2a8ce
349007.11,3.0,90,4,4,1,9,0xb2d594fe
0.08,4.0,67,1,4,1,6,0x3b9b1a2f
1490011.83,10.0,14,4,4,3,11,0xb2d40b2e
250023.75,2.0,83,3,3,1,7,0xb2d5a291
1650.79,1.0,10,1,2,3,6,0xb2d24062
174547.13,6.0,0,3,4,4,11,0xb2d2da33
258017.79,11.0,10,3,4,3,10,0xb2d26bfd
1403000.0,6.0,0,4,4,4,12,0xb2d33e52
120027.12,3.0,32,3,4,2,9,0xb2d5bced
586196.67,16.0,0,4,4,4,12,0x3b9af108
1100010.97,13.0,1,4,4,4,12,0xb2d500fc
561162.02,4.0,0,4,4,4,12,0xb2d51f28
1174.14,1.0,184,1,2,1,4,0xb2d2344d
1506.95,1.0,3,1,2,4,7,0xb2d3194f
1976154.08,4.0,10,4,4,3,11,0xb2d524f3
530000.0,2.0,15,4,3,3,10,0xb2d9ddfe
804650.93,8.0,1,4,4,4,12,0xb2d1f50c
1467297.28,5.0,130,4,4,1,9,0xb2d0bd79
152385.82,2.0,87,3,3,1,7,0xb2d650e1
1135155.89,1.0,1,4,2,4,10,0xb2d1e126
795.43,1.0,0,1,2,4,7,0xb2d6f343
147941.71,7.0,1,3,4,4,11,0xb2d1291e
50058.99,2.0,213,2,3,1,6,0xb2d24d02
2704.31,1.0,7,1,2,3,6,0xb2d23880
26.39,1.0,1,1,2,4,7,0xb2d6b084d
750026.53,3.0,4,4,4,4,12,0xb2d94498
82915.54,1.0,0,3,2,4,9,0xb2d3db8c
725005.1,11.0,21,4,4,2,10,0xb2d0eb19
350007.39,1.0,11,4,2,3,9,0xb2d9672cd
2042.17,1.0,92,1,2,1,4,0xb2d30e17
620000.0,4.0,1,4,4,4,12,0xb2da5fd2
3577.11,1.0,184,2,2,1,5,0xb2d276d9
29.59,1.0,22,1,2,2,5,0xb2d3087a
400077.37,3.0,13,4,4,3,11,0xb2d61cc4
23738.56,1.0,11,2,2,3,7,0xb2d5e5bb
37.28,1.0,0,1,2,4,7,0xb2d8d28b
48287.42,1.0,0,2,2,4,8,0xb2d465a6
390889.58,3.0,8,4,4,3,11,0xb2d9db3e
157.47,1.0,16,1,2,2,5,0xb2d9e415
2553.99,1.0,13,1,2,3,6,0xb2d6195c
15032.77,1.0,0,2,2,4,8,0xb2d54c1d
6565.31,1.0,14,2,2,3,7,0xb2d9de32
8578814.07,20.0,0,4,4,4,12,0xb2d653bb
69.65,1.0,9,1,2,3,6,0xb2d43c44
1915.83,1.0,0,1,2,4,7,0xb2d1c994
210002.22,5.0,21,3,4,2,9,0xb2d9c61a
703.21,2.0,22,1,3,2,6,0xb2d2e1c4
5476.66,1.0,28,2,2,2,6,0xb2d25086
533000.0,6.0,1,4,4,4,12,0xb2d3e41d
60048.03,2.0,110,3,3,1,7,0xb2d59cab
321432.69,2.0,48,4,3,2,9,0xb2d0c63a
1807.46,1.0,92,1,2,1,4,0xb2d14cc4
30.16,1.0,33,1,2,2,5,0xb2d31f49
300003.17,2.0,52,3,3,2,8,0xb2d90c51
366.85,1.0,7,1,2,3,6,0xb2d69b74
224799.71,3.0,3,3,4,4,11,0xb2d617a0
0.0,1.0,6,1,2,3,6,0xb2d3f812
2434.74,1.0,27,1,2,2,5,0xb2d5d83d
134.08,1.0,0,1,2,4,7,0xb2d743bb
16.42,1.0,101,1,2,1,4,0xb2d0b213
2550.49,1.0,184,1,2,1,4,0xb2d35a50
86.66,1.0,75,1,2,1,4,0xb2d8db3e
16999.73,3.0,0,2,4,4,10,0xb2d2a9c8
85003.01,2.0,93,3,3,1,7,0xb2d95144
158752.71,2.0,18,3,3,2,8,0xb2d18691
359963.37,3.0,83,4,4,1,9,0xb2d5cf05
222633.79,4.0,4,3,4,4,11,0xb2d76440
30005.23,2.0,3,2,3,4,9,0xb2d467fc
56695.16,2.0,104,3,3,1,7,0xb2d25bec
11540.59,1.0,12,2,2,3,7,0xb2d6d2cf
2098375.19,5.0,0,4,4,4,12,0xb2d4154d
526913.18,18.0,0,4,4,4,12,0xb2d0d514
50306.64,2.0,143,2,3,1,6,0xb2d54a8f
6168.5,6.0,0,2,4,4,10,0x3b9b4267
78.94,1.0,45,1,2,2,5,0xb2d4f943
3917.06,1.0,19,2,2,2,6,0xb2d60aca
233.91,1.0,0,1,2,4,7,0xb2d0ad2d
127008.4,4.0,10,3,4,3,10,0xb2d43a6e
86530.89,1.0,20,3,2,2,7,0xb2d6bb3e
1759.81,2.0,120,1,3,1,5,0x3b9adbba
38667.73,2.0,0,2,3,4,9,0xb2d15456
100.59,1.0,257,1,2,1,4,0xb2d395b2
1000000.0,2.0,3,4,3,4,11,0xb2d97857
267208.81,2.0,40,3,3,2,8,0x3b9b2f2e
321170.51,3.0,19,4,4,2,10,0xb2d4c158
1184.25,1.0,9,1,2,3,6,0xb2d4ed3a
1873.25,1.0,0,1,2,4,7,0xb2d62d25
251326.25,6.0,39,3,4,2,9,0xb2d65884
342899.89,2.0,38,4,3,2,9,0xb2d6033b
10137.96,1.0,92,2,2,1,5,0xb2d115f7
21779.39,1.0,9,2,2,3,7,0xb2d5898e
13003.33,1.0,0,2,2,4,8,0xb2d6a51c
853279.99,6.0,60,4,4,2,10,0x3b9b124c
910903.47,11.0,25,4,4,2,10,0xb2d3a7fc
180326.69,3.0,0,3,4,4,11,0xb2d40521
49.18,1.0,58,1,2,2,5,0xb2d30497
173875.24,2.0,5,3,3,3,9,0xb2d580cf
331065.63,3.0,6,4,4,3,11,0xb2d58e16
626.62,1.0,4,1,2,4,7,0xb2d5851b
195688.37,3.0,10,3,4,3,10,0xb2d6322e
21081.5,3.0,109,2,4,1,7,0xb2d6276e
445246.13,5.0,0,4,4,4,12,0xb2d4f35c
723107.29,6.0,7,4,4,3,11,0xb2d5b064
339725.0,4.0,0,4,4,4,12,0xb2d58b34
1382991.27,14.0,8,4,4,3,11,0xb2d5d385
80093.64,2.0,11,3,3,3,9,0xb2d91916
3032.13,1.0,9,2,2,3,7,0xb2d93117
109.55,1.0,59,1,2,2,5,0xb2d565b1
315848.93,3.0,0,4,4,4,12,0xb2d2d066
50634.12,1.0,4,2,2,4,8,0xb2d9551a
61564.34,1.0,184,3,2,1,6,0xb2d40f6b
3370.55,1.0,213,2,2,1,5,0xb2d3b77a
300772.39,2.0,3,4,3,4,11,0xb2d9eae0
1517.91,2.0,184,1,3,1,5,0xb2d16463
300000.0,2.0,4,3,3,4,10,0xb2d9cc24
13583.82,1.0,0,2,2,4,8,0xb2d68055
500033.28,4.0,52,4,4,2,10,0xb2d0f93b
446543.03,1.0,0,4,2,4,10,0xb2d125c7
901097.06,3.0,132,4,4,1,9,0xb2d16f93
1035.72,1.0,8,1,2,3,6,0xb2d8dda8
4810.03,1.0,0,2,2,4,8,0xb2d6ac8a
1700000.0,6.0,7,4,4,3,11,0xb2d689f7
10290.2,1.0,7,2,2,3,7,0xb2d64dc8
1951.33,1.0,92,1,2,1,4,0xb2d2e503
350040.78,2.0,143,4,3,1,8,0xb2d612c0
88321.81,2.0,125,3,3,1,7,0xb2d27800
1389.21,2.0,92,1,3,1,5,0x3b9b4678
101915.7,2.0,184,3,3,1,7,0x3b9b25ee
60978.91,2.0,6,3,3,3,9,0xb2d24e99
1277.86,1.0,92,1,2,1,4,0xb2d59df4
220783.83,4.0,11,3,4,3,10,0x3b9b145e
2201.48,1.0,1,1,2,4,7,0xb2d200c1
2498.41,1.0,2,1,2,4,7,0xb2d9021b
308575.16,1.0,0,4,2,4,10,0xb2d51ea9
578057.18,1.0,0,4,2,4,10,0xb2d6dc1b
1371.43,1.0,16,1,2,2,5,0xb2d37c60
615011.71,5.0,3,4,4,4,12,0xb2d1b9a9
156590.82,3.0,6,3,4,3,10,0xb2d1c136
218098.83,10.0,0,3,4,4,11,0xb2d0d77b
6038.97,1.0,6,2,2,3,7,0xb2d48c26
280317.62,5.0,48,3,4,2,9,0xb2d5b658
322331.81,2.0,41,4,3,2,9,0xb2d1e5b1
4102.7,1.0,12,2,2,3,7,0xb2d63b5b
662201.63,3.0,14,4,4,3,11,0xb2d278be
10195.0,2.0,184,2,3,1,6,0xb2d5c1e2
920065.42,5.0,20,4,4,2,10,0xb2d2a983
307847.88,3.0,14,4,4,3,11,0xb2d0d2c1d
6.02,1.0,18,1,2,2,5,0xb2d6d5b5d
6669.53,1.0,20,2,2,2,6,0xb2d5fb1d
99042.31,3.0,24,3,4,2,9,0xb2d54ec3
1.0,1.0,92,1,2,1,4,0xb2d29f0c
3141.68,1.0,184,2,2,1,5,0x3b9b1350
779.0,2.0,6,1,3,3,7,0xb2d46862
69962.88,7.0,1,3,4,4,11,0xb2d3f488
0.01,7.0,0,1,4,4,9,0xb2d09eb3
107687.97,3.0,4,3,4,4,11,0xb2d31d21
220781.47,2.0,41,3,3,2,8,0xb2d9f0ad
62973.27,4.0,0,3,4,4,11,0xb2d374bf
59126.5,4.0,4,3,4,4,11,0xb2d6ac3e
1721.28,1.0,92,1,2,1,4,0xb2d1fb10
